"Portion_code","Portion_description","Start_date","End_date"
61736,"1 piece Dietetic Chocolate TV Mix",2017-01-01,2018-12-31
61737,"1 piece Dietetic Peanut Butter Cups",2017-01-01,2018-12-31
61738,"1 piece Jack-in-the-Box Double Fudge Cake",2017-01-01,2018-12-31
61739,"1 piece licorice",2017-01-01,2018-12-31
61740,"1 piece with gravy",2017-01-01,2018-12-31
61741,"1 piece with sauce",2017-01-01,2018-12-31
61742,"1 patty with sauce and cheese",2017-01-01,2018-12-31
61743,"1 piece, 1 cubic inch",2017-01-01,2018-12-31
61744,"1 piece, shoestring (43"" long)",2017-01-01,2018-12-31
61745,"1 piece, without seeds",2017-01-01,2018-12-31
61746,"1 pierogi, any size",2017-01-01,2018-12-31
61747,"1 pig in blanket",2017-01-01,2018-12-31
61748,"1 pig tail",2017-01-01,2018-12-31
61749,"1 pint, as purchased, yields",2017-01-01,2018-12-31
61750,"1 pionono (2""x 2-1/2"" x 3/4"")",2017-01-01,2018-12-31
61751,"1 pita sandwich",2017-01-01,2018-12-31
61752,"1 pizza (10"" dia)",2017-01-01,2018-12-31
61753,"1 pizza (12"" dia)",2017-01-01,2018-12-31
61754,"1 pizza (14"" dia)",2017-01-01,2018-12-31
61755,"1 pizza (16"" dia)",2017-01-01,2018-12-31
61756,"1 pizza (9"" dia)",2017-01-01,2018-12-31
61757,"1 pizzaburger",2017-01-01,2018-12-31
61758,"1 package (8 pieces), (1.45 oz)",2017-01-01,2018-12-31
61759,"1 plantain",2017-01-01,2018-12-31
61760,"1 plate",2017-01-01,2018-12-31
61761,"1 plum",2017-01-01,2018-12-31
61762,"1 plum (2-1/8"" dia)",2017-01-01,2018-12-31
61763,"1 plum tomato",2017-01-01,2018-12-31
61764,"1 plum with liquid",2017-01-01,2018-12-31
61765,"1 pochito",2017-01-01,2018-12-31
61766,"1 pod",2017-01-01,2018-12-31
61767,"1 pomegranate (3-3/8"" dia)",2017-01-01,2018-12-31
61768,"1 pone (8"" dia x 1-1/2"")",2017-01-01,2018-12-31
61769,"1 pone (8"" dia x 3/4"")",2017-01-01,2018-12-31
61770,"1 pone (9"" dia x 2"")",2017-01-01,2018-12-31
61771,"1 pone (9"" dia x 3/4"")",2017-01-01,2018-12-31
61772,"1 pop",2017-01-01,2018-12-31
61773,"1 pop (.6 oz)",2017-01-01,2018-12-31
61774,"1 popcorn ball",2017-01-01,2018-12-31
61775,"1 popcorn shrimp",2017-01-01,2018-12-31
61776,"1 popover",2017-01-01,2018-12-31
61777,"1 porcupine ball with sauce",2017-01-01,2018-12-31
61778,"1 pork chop with gravy",2017-01-01,2018-12-31
61779,"1 pork chop with sauce",2017-01-01,2018-12-31
61780,"1 pot sticker",2017-01-01,2018-12-31
61781,"1 pouch",2017-01-01,2018-12-31
61782,"1 pouch (.9 oz)",2017-01-01,2018-12-31
61783,"1 powdered egg, prepared",2017-01-01,2018-12-31
61784,"1 prawn",2017-01-01,2018-12-31
61785,"1 pretzel (Include nuggets)",2017-01-01,2018-12-31
61786,"1 pretzel (1-5/8"" x 1-1/8"" x 1/4"")",2017-01-01,2018-12-31
61787,"1 prune",2017-01-01,2018-12-31
61788,"1 pudding pop (1.75 fl oz)",2017-01-01,2018-12-31
61789,"1 puff",2017-01-01,2018-12-31
61790,"1 puff or straw",2017-01-01,2018-12-31
61791,"1 punch cup (4 fl oz)",2017-01-01,2018-12-31
61792,"1 puri (approx 4-4/5"" dia)",2017-01-01,2018-12-31
61793,"1 push up",2017-01-01,2018-12-31
61794,"1 quail (yield after cooking, bone removed)",2017-01-01,2018-12-31
61795,"1 quart, raw, in shell (yield after cooking, shell removed)",2017-01-01,2018-12-31
61796,"1 quesadilla, any size",2017-01-01,2018-12-31
61797,"1 quiche (10"" dia)",2017-01-01,2018-12-31
61798,"1 quiche (8"" dia)",2017-01-01,2018-12-31
61799,"1 quiche (9"" dia)",2017-01-01,2018-12-31
61800,"1 quince",2017-01-01,2018-12-31
61801,"1 rabbit",2017-01-01,2018-12-31
61802,"1 raisin",2017-01-01,2018-12-31
61803,"1 rectangular biscuit",2017-01-01,2018-12-31
61804,"1 rectangular cracker",2017-01-01,2018-12-31
61805,"1 rectangular patty (approx 3"" x 1-1/2"" x 1/2"")",2017-01-01,2018-12-31
61806,"1 rectangular patty (approx 5-1/2"" x 3-3/4"" x 1/2"")",2017-01-01,2018-12-31
61807,"1 regular (5"" dia)",2017-01-01,2018-12-31
61808,"1 regular 7"" dia",2017-01-01,2018-12-31
61809,"1 regular Dairy Queen Breeze (16 fl oz)",2017-01-01,2018-12-31
61810,"1 regular biscuit",2017-01-01,2018-12-31
61811,"1 regular flat can (7.75 oz), drained",2017-01-01,2018-12-31
61812,"1 regular samosa",2017-01-01,2018-12-31
61813,"1 regular slice",2017-01-01,2018-12-31
61814,"1 regular slice (1 oz)",2017-01-01,2018-12-31
61815,"1 regular slice, crust not eaten",2017-01-01,2018-12-31
61816,"1 rib (yield after cooking, bone and fat removed)",2017-01-01,2018-12-31
61817,"1 rib (yield after cooking, bone removed)",2017-01-01,2018-12-31
61818,"1 rib piece (yield after cooking, bone removed)",2017-01-01,2018-12-31
61819,"1 rib with sauce",2017-01-01,2018-12-31
61820,"1 ring",2017-01-01,2018-12-31
61821,"1 slice or ring (3"" dia, 1/4"" thick)",2017-01-01,2018-12-31
61822,"1 rod (7-1/2"" x 1/2"" dia)",2017-01-01,2018-12-31
61823,"1 roll",2017-01-01,2018-12-31
61824,"1 roll (.9 oz, 12 pieces)",2017-01-01,2018-12-31
61825,"1 roll (1.25 oz)",2017-01-01,2018-12-31
61826,"1 roll (1.33 oz)",2017-01-01,2018-12-31
61827,"1 roll (1.74 oz)",2017-01-01,2018-12-31
61828,"1 roll (1.93 oz)",2017-01-01,2018-12-31
61829,"1 roll (1/2 breast with ham and sauce)",2017-01-01,2018-12-31
61830,"1 roll (15 pieces)",2017-01-01,2018-12-31
61831,"1 roll (2.25 oz)",2017-01-01,2018-12-31
61832,"1 roll (4-1/4"" x 1-1/2"" dia)",2017-01-01,2018-12-31
61833,"1 roll (with ham and sauce)",2017-01-01,2018-12-31
61834,"1 roll-up",2017-01-01,2018-12-31
61835,"1 root",2017-01-01,2018-12-31
61836,"1 round",2017-01-01,2018-12-31
61837,"1 round biscuit",2017-01-01,2018-12-31
61838,"1 round cornbread (10"" - 12"" dia)",2017-01-01,2018-12-31
61839,"1 round cornbread (8"" - 9"" dia)",2017-01-01,2018-12-31
61840,"1 round cracker",2017-01-01,2018-12-31
61841,"1 round cracker (1-1/2"" dia)",2017-01-01,2018-12-31
61842,"1 round melon (9-1/2"" dia)",2017-01-01,2018-12-31
61843,"1 round stick (4-1/2"" long, 3/8"" dia)",2017-01-01,2018-12-31
61844,"1 round waffle (10"" dia)",2017-01-01,2018-12-31
61845,"1 round waffle (4"" dia) (include frozen)",2017-01-01,2018-12-31
61846,"1 round waffle (4-1/2"" dia) (include frozen)",2017-01-01,2018-12-31
61847,"1 round waffle (7"" dia)",2017-01-01,2018-12-31
61848,"1 round waffle (8"" dia)",2017-01-01,2018-12-31
61849,"1 round, cornbread (10"" - 12"" dia)",2017-01-01,2018-12-31
61850,"1 rusk",2017-01-01,2018-12-31
61851,"1 salad",2017-01-01,2018-12-31
61852,"1 samosa, NFS",2017-01-01,2018-12-31
61853,"1 sandwich",2017-01-01,2018-12-31
61854,"1 sandwich (5"" x 1-3/4"" x 3/4"")",2017-01-01,2018-12-31
61855,"1 sandwich (6"" long)",2017-01-01,2018-12-31
61856,"1 sandwich (approx 1"" - 1-1/2"" dia)",2017-01-01,2018-12-31
61857,"1 sandwich steak",2017-01-01,2018-12-31
61858,"1 sandwich, oval (include Nabisco Cameos, Sunshine Vienna Fingers)",2017-01-01,2018-12-31
61859,"1 sandwich, oval (include Nabisco Nutter Butter)",2017-01-01,2018-12-31
61860,"1 sandwich, oval (include Pepperidge Farm Milano)",2017-01-01,2018-12-31
61861,"1 sandwich, round",2017-01-01,2018-12-31
61862,"1 sandwich, round (include Pepperidge Farm Brussels Mint)",2017-01-01,2018-12-31
61863,"1 sapodilla",2017-01-01,2018-12-31
61864,"1 sardine (2-2/3"" x 1/2"" x 1/4"") with sauce",2017-01-01,2018-12-31
61865,"1 sardine (3"" x 1"" x 1/2"") with sauce",2017-01-01,2018-12-31
61866,"1 sardine (3-1/2"" x 1-1/2"" x 3/8"") with sauce",2017-01-01,2018-12-31
61867,"1 sardine (5"" long)",2017-01-01,2018-12-31
61868,"1 sausage",2017-01-01,2018-12-31
61869,"1 sausage (10"" long x 1-1/4"" dia)",2017-01-01,2018-12-31
61870,"1 sausage (10-1/4"" long  x 1-3/8"" dia)",2017-01-01,2018-12-31
61871,"1 sausage (7/8"" dia x 2"" long)",2017-01-01,2018-12-31
61872,"1 scallop",2017-01-01,2018-12-31
61873,"1 scallop (2"" x 1-1/4"" x 3/4"")",2017-01-01,2018-12-31
61874,"1 scone",2017-01-01,2018-12-31
61875,"1 scoop/dip",2017-01-01,2018-12-31
61876,"1 scoop (1.1 oz)",2017-01-01,2018-12-31
61877,"1 scoop (1/4 cup)",2017-01-01,2018-12-31
61878,"1 scoop/dip, NFS",2017-01-01,2018-12-31
61879,"1 scoop, packed",2017-01-01,2018-12-31
61880,"1 scooter pie",2017-01-01,2018-12-31
61881,"1 scup fillet (4-1/2"" x 2"" x 3/8"")",2017-01-01,2018-12-31
61882,"1 scup fillet (4-1/2"" x 2-1/4"" x 3/8"")",2017-01-01,2018-12-31
61883,"1 section",2017-01-01,2018-12-31
61884,"1 section Dietetic Chocolate Wafers",2017-01-01,2018-12-31
61885,"1 section Dietetic Crunch Bar",2017-01-01,2018-12-31
61886,"1 section Dietetic Fruit and Nut Bar",2017-01-01,2018-12-31
61887,"1 section Dietetic Milk Almond Bar",2017-01-01,2018-12-31
61888,"1 section Dietetic Milk Chocolate Flavored Bar",2017-01-01,2018-12-31
61889,"1 section/slice",2017-01-01,2018-12-31
61890,"1 serving",2017-01-01,2018-12-31
61891,"1 serving (1 cup salad and 1 slice toast)",2017-01-01,2018-12-31
61892,"1 serving (1 scoop in 8.5 fl oz water)",2017-01-01,2018-12-31
61893,"1 serving (1 slice, 3/4"" x 3"" with 1/4 cup potatoes)",2017-01-01,2018-12-31
61894,"1 serving (1 whole breast)",2017-01-01,2018-12-31
61895,"1 serving (1/2 chayote, 4-1/2"" x 3-1/2"" x 1-1/2"") (without shell)",2017-01-01,2018-12-31
61896,"1 serving (1/2 cup - 150 grams, with 2 pieces pig's feet - 58 grams)",2017-01-01,2018-12-31
61897,"1 serving (1/2 plantain with syrup)",2017-01-01,2018-12-31
61898,"1 serving (12 oz)",2017-01-01,2018-12-31
61899,"1 serving (18 oz)",2017-01-01,2018-12-31
61900,"1 serving (2 fritters, 3-1/2"" x 2-1/2"" x 1/2"")",2017-01-01,2018-12-31
61901,"1 serving (2 pieces with sauce)",2017-01-01,2018-12-31
61902,"1 serving (2 pig's feet, 3"" x 2"", two slices Spanish sausage, 1"" x 1/4"", 1/2 cup sauce) (yield after bone removed)",2017-01-01,2018-12-31
61903,"1 serving (3"" x 1"" x 2"")",2017-01-01,2018-12-31
61904,"1 serving (4.5 fl oz)",2017-01-01,2018-12-31
61905,"1 serving (lettuce, 1 cup diced pineapple, dressing)",2017-01-01,2018-12-31
61906,"1 serving (lettuce, 1 slice of pineapple, cream cheese)",2017-01-01,2018-12-31
61907,"1 serving (lettuce, 1/2 pear, dressing)",2017-01-01,2018-12-31
61908,"1 serving Joe Weider's",2017-01-01,2018-12-31
61909,"1 shell (3"" dia)",2017-01-01,2018-12-31
61910,"1 shell (jumbo)",2017-01-01,2018-12-31
61911,"1 shishkabob",2017-01-01,2018-12-31
61912,"1 shoot, cooked",2017-01-01,2018-12-31
61913,"1 shrimp",2017-01-01,2018-12-31
61914,"1 shrimp with sauce",2017-01-01,2018-12-31
61915,"1 sicle (2.5 fl oz)",2017-01-01,2018-12-31
61916,"1 sicle (3 fl oz)",2017-01-01,2018-12-31
61917,"1 side dish (10 oz)",2017-01-01,2018-12-31
61918,"1 side dish (4.5 oz)",2017-01-01,2018-12-31
61919,"1 side salad",2017-01-01,2018-12-31
61920,"1 single serving bag",2017-01-01,2018-12-31
61921,"1 single serving bag (1-3/4 oz)",2017-01-01,2018-12-31
61922,"1 single serving box",2017-01-01,2018-12-31
61923,"1 single serving box (.625 oz)",2017-01-01,2018-12-31
61924,"1 single serving box (.75 oz)",2017-01-01,2018-12-31
61925,"1 single serving box (.875 oz)",2017-01-01,2018-12-31
61926,"1 single serving box (1 oz)",2017-01-01,2018-12-31
61927,"1 single serving box (1.125 oz)",2017-01-01,2018-12-31
61928,"1 single serving box (1.25 oz)",2017-01-01,2018-12-31
61929,"1 single serving box (13/16 oz)",2017-01-01,2018-12-31
61930,"1 single serving box, NFS",2017-01-01,2018-12-31
61931,"1 single serving package (1.25 oz)",2017-01-01,2018-12-31
61932,"1 single stick",2017-01-01,2018-12-31
61933,"1 sirloin steak (yield after cooking, bone and fat removed)",2017-01-01,2018-12-31
61934,"1 sirloin steak (yield after cooking, bone removed)",2017-01-01,2018-12-31
61935,"1 slice",2017-01-01,2018-12-31
61936,"1 slice, NFS (.75 oz)",2017-01-01,2018-12-31
61937,"1 slice (1 oz)",2017-01-01,2018-12-31
61938,"1 slice (1 oz) (4"" x 4"" x 3/32"" thick)",2017-01-01,2018-12-31
61939,"1 slice (1 oz) (Include Weight Watchers)",2017-01-01,2018-12-31
61940,"1 slice (1"" thick, 7-1/2"" - 9-1/2"" long, 4"" high in center)",2017-01-01,2018-12-31
61941,"1 slice (1-3/4"" dia x 1/8"" thick)",2017-01-01,2018-12-31
61942,"1 slice (1-3/8"" dia x 1/8"" thick)",2017-01-01,2018-12-31
61943,"1 slice (1/2"" thick)",2017-01-01,2018-12-31
61944,"1 slice (1/2"" thick, approx 8 slices per can)",2017-01-01,2018-12-31
61945,"1 slice, cooked",2017-01-01,2018-12-31
61946,"1 slice (15 per 8 oz package)",2017-01-01,2018-12-31
61947,"1 slice (2"" dia x 1/4"" thick)",2017-01-01,2018-12-31
61948,"1 slice (2-1/2"" dia x 1/4"" thick)",2017-01-01,2018-12-31
61949,"1 slice (2-1/4"" x 1-3/4"" x 1/4"")",2017-01-01,2018-12-31
61950,"1 slice (2-3/4"" x 1"" x 1/2"")",2017-01-01,2018-12-31
61951,"1 slice (2-3/4"" x 1-1/4"" x 3/16"")",2017-01-01,2018-12-31
61952,"1 slice (2-3/4"" x 2-1/8"" x 1/4"") (1/18 of loaf)",2017-01-01,2018-12-31
61953,"1 slice (2-7/8"" dia x 1/16"" thick)",2017-01-01,2018-12-31
61954,"1 slice (3"" dia)",2017-01-01,2018-12-31
61955,"1 slice (3"" dia) with liquid",2017-01-01,2018-12-31
61956,"1 slice (3"" dia, 1/2"" thick)",2017-01-01,2018-12-31
61957,"1 slice (3"" x 2"" x 1/8"")",2017-01-01,2018-12-31
61958,"1 slice (3"" x 2"" x 3/8"")",2017-01-01,2018-12-31
61959,"1 slice (3"" x 2"" x 3/8"") (1/8 of 12 oz can)",2017-01-01,2018-12-31
61960,"1 slice (3"" x 3/4"") with stuffing",2017-01-01,2018-12-31
61961,"1 slice (3-1/2"" dia x 3/4"" thick)",2017-01-01,2018-12-31
61962,"1 slice (3-1/2"" x 3-1/2"" x 1"")",2017-01-01,2018-12-31
61963,"1 slice (3-1/3"" x 3-1/3"" x 1/8"")",2017-01-01,2018-12-31
61964,"1 slice (3-1/4"" x 2-3/4"" x 1/2"")",2017-01-01,2018-12-31
61965,"1 slice (3-1/4"" x 2-3/4"" x 5/8"")",2017-01-01,2018-12-31
61966,"1 slice (3-1/8"" dia x 1/16"" thick or 2-3/4"" dia x 3/22"" thick)",2017-01-01,2018-12-31
61967,"1 slice (3-1/8"" dia x 1/16"" thick)",2017-01-01,2018-12-31
61968,"1 slice (3-1/8"" dia x 1/4"" thick)",2017-01-01,2018-12-31
61969,"1 slice (3-1/8"" dia)",2017-01-01,2018-12-31
61970,"1 slice (3-3/4 x 1-3/4 x 3/4"")",2017-01-01,2018-12-31
61971,"1 slice (3-3/4"" dia x 1/8"" thick)",2017-01-01,2018-12-31
61972,"1 slice (3-3/4"" x 2"" x 1/2"")",2017-01-01,2018-12-31
61973,"1 slice (3-3/4"" x 3"" x 1/2"")",2017-01-01,2018-12-31
61974,"1 slice (3-7/8"" sq x 1/8"") (1 oz)",2017-01-01,2018-12-31
61975,"1 slice (3/4"" thick)",2017-01-01,2018-12-31
61976,"1 slice (4"" dia x 1/8"" thick)",2017-01-01,2018-12-31
61977,"1 slice (4"" dia x 1/8"" thick) (10 per 8 oz package)",2017-01-01,2018-12-31
61978,"1 slice (4"" x 1-3/4"" x 1/2"")",2017-01-01,2018-12-31
61979,"1 slice (4"" x 3"" x 1-3/4"")",2017-01-01,2018-12-31
61980,"1 slice (4"" x 3-1/2"" x 1/2"") with sauce",2017-01-01,2018-12-31
61981,"1 slice (4"" x 4"" x 3/32"" thick)",2017-01-01,2018-12-31
61982,"1 slice (4-1/2"" dia x 1/10"" thick)",2017-01-01,2018-12-31
61983,"1 slice (4-1/4"" sq x 1/8"")",2017-01-01,2018-12-31
61984,"1 slice (4-1/4"" sq) (0.75 oz)",2017-01-01,2018-12-31
61985,"1 slice (4-1/4"" x 4-1/4"" x 1/16"")",2017-01-01,2018-12-31
61986,"1 slice (4-1/8"" dia x 1/8"" thick)",2017-01-01,2018-12-31
61987,"1 slice (4-1/8"" dia x 1/8"" thick) (10 per 8 oz package)",2017-01-01,2018-12-31
61988,"1 slice (4-3/8"" dia x 1/10"" thick) (1 oz)",2017-01-01,2018-12-31
61989,"1 slice (4-3/8"" dia x 1/8"" thick)",2017-01-01,2018-12-31
61990,"1 slice (5"" x 2"" x 1"")",2017-01-01,2018-12-31
61991,"1 slice (6-1/2"" x 2-3/8"" x 3/8"")",2017-01-01,2018-12-31
61992,"1 slice (6-1/4"" x 4"" x 1/16"")",2017-01-01,2018-12-31
61993,"1 slice (6-1/4"" x 4"" x 1/16"") (1 oz)",2017-01-01,2018-12-31
61994,"1 slice (7-3/4"" x 3-1/2"" x 3/4"")",2017-01-01,2018-12-31
61995,"1 slice of London Broil",2017-01-01,2018-12-31
61996,"1 slice of chicken with sauce",2017-01-01,2018-12-31
61997,"1 slice of turkey with sauce",2017-01-01,2018-12-31
61998,"1 slice or bun",2017-01-01,2018-12-31
61999,"1 slice or roll",2017-01-01,2018-12-31
62000,"1 slice or wedge",2017-01-01,2018-12-31
62001,"1 slice toast with sauce",2017-01-01,2018-12-31
62002,"1 slice with gravy",2017-01-01,2018-12-31
62003,"1 slice with gravy and stuffing",2017-01-01,2018-12-31
62004,"1 slice with liquid",2017-01-01,2018-12-31
62005,"1 slice with onions",2017-01-01,2018-12-31
62006,"1 slice with sauce",2017-01-01,2018-12-31
62007,"1 slice with syrup",2017-01-01,2018-12-31
62008,"1 slice, NFS",2017-01-01,2018-12-31
62009,"1 slice, cooked (8""x 3-3/4""x 1/2"")",2017-01-01,2018-12-31
62010,"1 slice, cooked (approx .8 oz, raw)",2017-01-01,2018-12-31
62011,"1 slice, crust not eaten",2017-01-01,2018-12-31
62012,"1 slice, loaf shape (5"" x 4-5/8"" x 1/16"")",2017-01-01,2018-12-31
62013,"1 slice, round (2-1/4"" dia x 1/8"" thick)",2017-01-01,2018-12-31
62014,"1 slice, snack-size",2017-01-01,2018-12-31
62015,"1 small",2017-01-01,2018-12-31
62016,"1 small  (2-1/2"" dia) (approx 4 per lb)",2017-01-01,2018-12-31
62017,"1 small (1"" dia)",2017-01-01,2018-12-31
62018,"1 small (1-1/2"" dia)",2017-01-01,2018-12-31
62019,"1 small (1-1/4"" x 1/2"" x 1/4"")",2017-01-01,2018-12-31
62020,"1 small (1-3/4"" to 2-1/4"" dia, raw)",2017-01-01,2018-12-31
62021,"1 small (1-3/4"" to 2-1/4"" dia, raw) yields",2017-01-01,2018-12-31
62022,"1 small (10 per 12 oz package)",2017-01-01,2018-12-31
62023,"1 small (12 in 11 oz frozen package)",2017-01-01,2018-12-31
62024,"1 small (2 lb, raw) (yield after cooking, bone removed)",2017-01-01,2018-12-31
62025,"1 small (2"" dia) (approx 5 per lb)",2017-01-01,2018-12-31
62026,"1 small (2-1/2"" dia)",2017-01-01,2018-12-31
62027,"1 small (2-1/4"" dia)",2017-01-01,2018-12-31
62028,"1 small whole (2-2/5"" dia)",2017-01-01,2018-12-31
62029,"1 small (2-3/8"" dia)",2017-01-01,2018-12-31
62030,"1 small (3"" long)",2017-01-01,2018-12-31
62031,"1 small (4 oz, with bone, raw) (yield after cooking, bone and fat removed)",2017-01-01,2018-12-31
62032,"1 small (4 oz, with bone, raw) (yield after cooking, bone removed)",2017-01-01,2018-12-31
62033,"1 small (4"" x 1"" x 1/2"")",2017-01-01,2018-12-31
62034,"1 small (4-1/2"" long x 2-3/4"" dia)",2017-01-01,2018-12-31
62035,"1 small (4-1/4"" long)",2017-01-01,2018-12-31
62036,"1 small (4-3/4"" long)",2017-01-01,2018-12-31
62037,"1 small (4.75 oz, with bone, raw) (yield after cooking, bone and fat removed)",2017-01-01,2018-12-31
62038,"1 small (4.75 oz, with bone, raw) (yield after cooking, bone removed)",2017-01-01,2018-12-31
62039,"1 small (5 per pound)",2017-01-01,2018-12-31
62040,"1 small (5-3/4"" long or less)",2017-01-01,2018-12-31
62041,"1 small (5-1/2"" long)",2017-01-01,2018-12-31
62042,"1 small (5-3/8"" long)",2017-01-01,2018-12-31
62043,"1 small (5.5 oz, with bone, raw) (yield after cooking, bone and fat removed)",2017-01-01,2018-12-31
62044,"1 small (5.5 oz, with bone, raw) (yield after cooking, bone removed)",2017-01-01,2018-12-31
62045,"1 small (6"" long)",2017-01-01,2018-12-31
62046,"1 small (6-3/8"" long)",2017-01-01,2018-12-31
62047,"1 small (7-3/4"" long)",2017-01-01,2018-12-31
62048,"1 small (8"" dia)",2017-01-01,2018-12-31
62049,"1 small Hostess",2017-01-01,2018-12-31
62050,"1 small (include Made'em Myself Cookies)",2017-01-01,2018-12-31
62051,"1 small (include Nabisco Lorna Doone)",2017-01-01,2018-12-31
62052,"1 small (include Pepperidge Farm Sugar Cookies)",2017-01-01,2018-12-31
62053,"1 small (include Pepperidge Farm Sugar, Bordeaux, Chessman, and Pirouette)",2017-01-01,2018-12-31
62056,"1 small (less than 1-3/4"" dia, raw)",2017-01-01,2018-12-31
62057,"1 small (mini)",2017-01-01,2018-12-31
62058,"1 small Atlantic cod (yield after cooking, bone removed)",2017-01-01,2018-12-31
62059,"1 small Chimichanga",2017-01-01,2018-12-31
62060,"1 small Dairy Queen Breeze (12 fl oz)",2017-01-01,2018-12-31
62061,"1 small Frosty",2017-01-01,2018-12-31
62062,"1 small McDonald's shake (12 fl oz)",2017-01-01,2018-12-31
62063,"1 small Pacific cod (yield after cooking, bone removed)",2017-01-01,2018-12-31
62064,"1 small apple",2017-01-01,2018-12-31
62065,"1 small apple yields",2017-01-01,2018-12-31
62066,"1 small back (yield after cooking, bone and coating removed)",2017-01-01,2018-12-31
62067,"1 small back (yield after cooking, bone and skin removed)",2017-01-01,2018-12-31
62068,"1 small back (yield after cooking, bone and skin/coating removed)",2017-01-01,2018-12-31
62069,"1 small back (yield after cooking, bone removed)",2017-01-01,2018-12-31
62070,"1 small bass (yield after cooking, bone removed)",2017-01-01,2018-12-31
62071,"1 small blowfish, boneless (yield after cooking)",2017-01-01,2018-12-31
62072,"1 small box (1.5 oz)",2017-01-01,2018-12-31
62073,"1 small box (about 3.5 oz), prepared",2017-01-01,2018-12-31
62074,"1 small bream (yield after cooking, bone removed)",2017-01-01,2018-12-31
62075,"1 small bullhead (yield after cooking, bone removed)",2017-01-01,2018-12-31
62076,"1 small burrito",2017-01-01,2018-12-31
62077,"1 small butterfish (yield after cooking, bone removed)",2017-01-01,2018-12-31
62078,"1 small cake",2017-01-01,2018-12-31
62079,"1 small can (3.25 oz), drained",2017-01-01,2018-12-31
62080,"1 small can (7 oz)",2017-01-01,2018-12-31
62081,"1 small carp (yield after cooking, bone removed)",2017-01-01,2018-12-31
62082,"1 small catfish (yield after cooking, bone removed)",2017-01-01,2018-12-31
62083,"1 small chappatti or roti (6"")",2017-01-01,2018-12-31
62084,"1 small chop (4.75 oz, with bone, raw) (yield after cooking, bone and fat removed)",2017-01-01,2018-12-31
62085,"1 small chop (4.75 oz, with bone, raw) (yield after cooking, bone removed)",2017-01-01,2018-12-31
62086,"1 small clam",2017-01-01,2018-12-31
62087,"1 small cone",2017-01-01,2018-12-31
62088,"1 small crappie (yield after cooking, bone removed)",2017-01-01,2018-12-31
62089,"1 small croaker (yield after cooking, bone removed)",2017-01-01,2018-12-31
62090,"1 small cut (yield after cooking, bone and fat removed)",2017-01-01,2018-12-31
62091,"1 small cut (yield after cooking, bone removed)",2017-01-01,2018-12-31
62093,"1 small doughnut (2-1/2"" dia)",2017-01-01,2018-12-31
62094,"1 small doughnut (approx 3"" dia)",2017-01-01,2018-12-31
62095,"1 small drumstick (from hen, approx 11 to 13 lb bird) (yield after cooking, bone and skin removed)",2017-01-01,2018-12-31
62096,"1 small drumstick (from hen, approx 11 to 13 lb bird) (yield after cooking, bone removed)",2017-01-01,2018-12-31
62097,"1 small drumstick (yield after cooking, bone and coating removed)",2017-01-01,2018-12-31
62098,"1 small drumstick (yield after cooking, bone and skin removed)",2017-01-01,2018-12-31
62099,"1 small drumstick (yield after cooking, bone and skin/coating removed)",2017-01-01,2018-12-31
62100,"1 small drumstick (yield after cooking, bone removed)",2017-01-01,2018-12-31
62101,"1 small dumpling",2017-01-01,2018-12-31
62102,"1 small ear (5-1/2"" to 6-1/2"" long)",2017-01-01,2018-12-31
62103,"1 small egg",2017-01-01,2018-12-31
62104,"1 small egg (1 oz)",2017-01-01,2018-12-31
62105,"1 small eggplant",2017-01-01,2018-12-31
62106,"1 small fast food cone (include Dairy Queen)",2017-01-01,2018-12-31
62107,"1 small fillet (2-3/8"" x 1-3/8"" x 1/4"")",2017-01-01,2018-12-31
62108,"1 small fish (2-2/3"" x 1/2"" x 1/4"")",2017-01-01,2018-12-31
62109,"1 small flounder (yield after cooking, bone removed)",2017-01-01,2018-12-31
62110,"1 small globe",2017-01-01,2018-12-31
62111,"1 small goblet (4 fl oz)",2017-01-01,2018-12-31
62112,"1 small haddock (yield after cooking, bone removed)",2017-01-01,2018-12-31
62113,"1 small head",2017-01-01,2018-12-31
62114,"1 small head (4"" dia)",2017-01-01,2018-12-31
62115,"1 small head (about 4-1/2"" dia)",2017-01-01,2018-12-31
62116,"1 small head, endive",2017-01-01,2018-12-31
62117,"1 small head, romaine",2017-01-01,2018-12-31
62118,"1 small herring (yield after cooking, bone removed)",2017-01-01,2018-12-31
62119,"1 small leaf",2017-01-01,2018-12-31
62120,"1 small leg (yield after cooking, bone and coating removed)",2017-01-01,2018-12-31
62121,"1 small leg (yield after cooking, bone and skin removed)",2017-01-01,2018-12-31
62122,"1 small leg (yield after cooking, bone and skin/coating removed)",2017-01-01,2018-12-31
62123,"1 small leg (yield after cooking, bone removed)",2017-01-01,2018-12-31
62124,"1 small liver",2017-01-01,2018-12-31
62125,"1 small lobster (1 lb live weight) (yield after cooking, shell removed)",2017-01-01,2018-12-31
62126,"1 small lobster tail (yield from 1 lb lobster)",2017-01-01,2018-12-31
62127,"1 small meatball",2017-01-01,2018-12-31
62128,"1 small melon (about 4 1/4"" dia)",2017-01-01,2018-12-31
62129,"1 small menpachi (yield after cooking, bone removed)",2017-01-01,2018-12-31
62130,"1 small muffin (2-1/2"" dia)",2017-01-01,2018-12-31
62131,"1 small mullet (yield after cooking, bone removed)",2017-01-01,2018-12-31
62132,"1 small mussel",2017-01-01,2018-12-31
